,text
347,"[ACUERDO]
🗣️ Múltiples dirigentes de los diversos partidos opositores opinaron sobre el #AcuerdoconelFMI del gobierno de @alferdez. 
👉 Enterate qué dijeron en #DiarioConVos. 
https://t.co/4b8ni7tP00"
348,"Felicidades al presidente @alferdez por conseguir un #AcuerdoconelFMI que permite crecer a la Argentina. Gracias por apostar al desarrollo de nuestro país.

Ahora nos toca seguir trabajando juntos para salir adelante! https://t.co/kKAND9TJYS"
349,@jlespert Ahora te militan el supuesto #AcuerdoconelFMI que veremos que sale jajajajajaja que HDP que gente mierda político peronista/K peor imposible no se consigue
350,"#AcuerdoconelFMI ""Vamos a un plan de ajuste y un cogobierno con el FMI"" // @Solanopo en @RadioconVos899
https://t.co/Rb3hcy0DtT"
351,"#Cebada
Este crecimiento explica el incremento de las #exportaciones de malta durante el año pasado.
#AcuerdoconelFMI 
#ReactivaciónEconómica
#Inversiones 
https://t.co/MYL2xwT0Ti"
352,"Para Lammens el acuerdo con el FMI ""cuida nuestra soberanía y permite seguir creciendo""
#acuerdoconelFMI #Lammens https://t.co/Fa1VstUNCS"
353,"MM nos endeudo y se la choreo con su banda, cadena de industrializacion rota,profundizada por la pandemia, salarios pauperrimos en dlres, desocupacion trabajo informal,agregue un acuerdo 'sin ajuste"" con el FMI corte y pise, vera el pastel que le hice #AcuerdoconelFMI"
354,"ARGENTINA-GOBIERNO-FMI:

#AcuerdoconelFMI 
#BuenViernes
Cristina 
Macri https://t.co/yFRIjAKpjH"
355,"ARGENTINA-GOBIERNO-FMI:

#AcuerdoconelFMI 
#BuenViernes
Cristina 
Macri https://t.co/oA7f7lnSmP"
356,2 años negociando para terminar firrmando esta basura de #AcuerdoconelFMI y tirarle el problema al que sigue. Mientras tanto la deuda de Alverso y Cristina por las nubes!
357,"No coinciden el discurso de #ElPeorPresidenteDeLaHistoria con el comunicado del fondo monetario.
En pocas horas el mentiroso queda expuesto. 
No sólo son tarados.
#AcuerdoconelFMI"
358,"Preso deberías estar.Te robaste todo en tu Pcia y tenés la caradurez de mencionar a Mauricio Macri q  comenzó su gobierno con un país saqueado por la delincuente más grande de la Argentina y tuvo q salir a arreglar el desastre? Callate!! 
#AcuerdoconelFMI https://t.co/YXJa51KFm6"
359,"#MartinGuzmán, uno de los personajes del día tras el #AcuerdoconelFMI, tiene su lado futbolero. Fanático de Gimnasia, el ministro de Economía se dio el gusto de tomarse esta imagen junto a #Maradona, cuando el Diez visitó a #AlbertoFernandez en diciembre de 2019. https://t.co/ee7QYqrOyE"
360,"@mauricio147766 @PatoBullrich Los ""chantas"" macristas hablando del #AcuerdoconelFMI .

No nos olvidemos que tambien hablan de etica, moral y transparencia."
361,"#AcuerdoconelFMI
Adefa manifestó su apoyo al acuerdo alcanzado por el Gobierno con el FMI

https://t.co/tY7D5RgiGr https://t.co/6UhyqFXWlw"
362,"Ansioso esperando que El Dipy dé a conocer su parecer del acuerdo con el fondo. 
#AcuerdoconelFMI"
363,"El único acuerdo que hicieron con el FMI es que le explote la bomba al próximo Gobierno en 2024. 

#AcuerdoconelFMI 

#ElPeorPresidenteDeLaHistoria"
364,"Encima hay que leer al PRO decir que el acuerdo aunque sea tarde, está bien.

Te tiran la leche en la cara con una impunidad.

#AcuerdoconelFMI"
365,Hoy se logra un #AcuerdoconelFMI espero que el proximo gobierno sea nuestro....porque si regresan... solo ellos seran ricos
366,"Todos los actores K me la secan, pero a la q mas gozo a es Rita córtese y a la Roth! 
No paro d reírme, q habrán hecho con esos carteles?

#AcuerdoconelFMI 
#ElPeorPresidenteDeLaHistoria 
#ElPeorGobiernoDeLaHistoria 
#LaPatriaEstaEnPeligro https://t.co/8JJPASx97l"
367,#AcuerdoconelFMI Mientras … https://t.co/PSpsccpK1U
368,"Es increíble que los que se rasgan las vestiduras con el #AcuerdoconelFMI son los mismos que votan a Macri. 
No nos extinguimos porque Dios es grande.🤦🏻‍♂️"
369,"Tienes que ser muy corto de mente para haber votado semejante servil entregador de patria como Espert.

Tiendo a pensar que este cerebro hueco es producto de las drogas, tal como lo afirma Pichetto.

#AcuerdoconelFMI https://t.co/Go00ceZMVO"
370,#AcuerdoconelFMI #Acuerdo https://t.co/TuBAWUyNTO
371,#AcuerdoconelFMI que casi no hay nada Mentiroso https://t.co/nLCMI39YjP
372,"AF: ""Este acuerdo no restringe, no limita, no condiciona los derechos de nuestros jubilados"".
Alberto Fernández en nivel cara de Moai Isla de Pascua 🗿
#AcuerdoconelFMI https://t.co/7SnXWIrQW8"
373,"Te lo explico.
Desde el 83,el gobernaron 24 años d 35
La PBA 28 de 35
Provincias K/PJ d + d 30 años

Sólo #SinPeronismoHayFuturo

Mentiroso Gracias Presidente Sergio Massa #ElPeorPresidenteDeLaHistoria Peronismo Macri Cadena Nacional Bonelli #AcuerdoconelFMI Manzur Guzmán https://t.co/bxDBGABhc2"
374,"#AcuerdoconelFMI @C5N @lulitru POR FAVOR TRATEN EN LO POSIBLE DE NO LLAMAR MÁS ""EMPLEADAS DOMÉSTICAS"" A LAS PERSONAS QUE TRABAJAN EN CASAS PARTICULARES!!!! LAS PERSONAS NO DEBEN SER DOMESTICADAS!!? https://t.co/6sbuKUkYks"
375,"Memoria cuando la laKra convocaban a una marcha x #AcuerdoconelFMI ""La Patria está en peligro"" 
#ElPeorPresidenteDeLaHistoria 
Macri volve! 
#almacendezurdos 
Guzman
https://t.co/LfM2s4p46K"
376,"@gmilman Jajajaja, no dudo que ustedes hubieran firmado una rendición incondicional en cinco minutos. ¿Por qué no guardan un decoroso silencio? ¿No tienen un mínimo de vergüenza? Caradura.
#AcuerdoconelFMI"
377,"Los que no lo pagan dicen que es el mejor acuerdo posible. 

#AcuerdoconelFMI"
378,"Díganme que no quieren comprar una deuda que los buitres quería cobrar de arriba. con la deuda que nos dejó Macri . Díganme qué no .por favor. Si yo escribo esas clases de burradas cerraría mi Twitter
espero lo mismo de Gaby 
#AcuerdoconelFMI https://t.co/XgV6I6swAU"
379,Odio los que invaden con sus parlantes las playas que se reglamente #AcuerdoconelFMI
380,"#AcuerdoconelFMI
Un acuerdo con el FMI nadie lo quería, eso es claro, xq en principio no quería de nuevo al FMI en la economía. 
No acordar significaba entrar en default y la economía se mueve por espectativas. Entrar en default iba a complicar más a la frágil economía del país. https://t.co/aYIkag7MYU"
381,"Basta de Macri #ElPeorPresidenteDeLaHistoria y rejuntes de cambios!

#AcuerdoconelFMI es por su culpa 🎈🎈🎈 y radicales. https://t.co/MNcpefXMjr"
382,#AcuerdoconelFMI https://t.co/M4VaHfWHoj
383,"El nivel de cinismo de Macri y todo JxC sólo es posible xq sus votantes son una manga de larvas intelectuales. 
#NoExisteNiUnMacristaQueRazone 
#AcuerdoconelFMI"
384,"🔵 @SergioMassa tras el acuerdo con el Fondo Monetario Internacional: ""Vamos a poder seguir el camino de la recuperación y el crecimiento"" 👉 https://t.co/6T9Qscs0au 
#AcuerdoconelFMI"
385,Acuerdo sin ajuste un oximoron #AcuerdoconelFMI
386,"Acuerdo con el FMI: Romero calificó de ""sarasa"" el anuncio que hizo el gobierno #Salta #AcuerdoconelFMI #Política 
 https://t.co/CbrmZhKHRk"
387,"@diegosantilli La #PandemiaMacrista festeja el #AcuerdoConElFMI.

Es logico. 

Es arreglar el desastre que ellos hicieron y todos nosotros vamos a tener que pagar.

Nada para festejar."
388,#AcuerdoconelFMI #Acuerdo https://t.co/JFcgFZh3ya
389,"""No vamos a privatizar empresas públicas"" dice el ministro del Gobierno más soviético y chavista de la Historia. Mirá si no vamos a saber que profundizarán lo estatal, el intervencionismo y la burocracia.
Si son los creadores del ""dejanos tu vida a nosotros"".
#AcuerdoconelFMI"
390,"#AcuerdoconelFMI 
Alguien que explique que pasó con la ""SOBRE"" TASA https://t.co/54vsAWqdLn"
391,"#AcuerdoconelFMI: El propio organismo internacional emitió un comunicado donde afirma que el entendimiento con la Argentina implica la reducción de los subsidios energéticos para ajustar el gasto público.
https://t.co/Mzmy0qH44v https://t.co/mIVkYMEWN7"
392,Mirá si será vago #Macri que hasta sus deudas las tienen que pagar los demás. #AcuerdoconelFMI
393,"Juntos por el Cambio calificó como ""positivo"" el entendimiento con el FMI pero dice que espera el ""acuerdo definitivo"" https://t.co/vfQ6tCt4ss @juntoscambioar #AcuerdoconelFMI https://t.co/GThCqzk3Ie"
394,"Negri sugirió que el Ejecutivo puede incluir el acuerdo con el FMI a las extraordinarias https://t.co/zuKB3Vq1wE 

@marioraulnegri @juntoscambioar @UCRNacional @diputadosucr #FMI #AcuerdoconelFMI #Acuerdo"
395,"El #AcuerdoconelFMI es un paso necesario para normalizar la economía del país. 

Ahora es importante tener consistencia para cumplirlo, como lo es también generar acuerdos sobre políticas de crecimiento y desarrollo para ser solventes en el futuro."
396,"""Reducción gradual del déficit hasta llegar a 0"" es el ""sobre un fino colchón de hojas verdes"" de ajuste brutal.
#AcuerdoconelFMI"
397,"Terrible el corte de mangas que le hicimos a los del FMI

Les vamos a pagar toda la guita que Macri pidió, se fugaron sus amigos y una montaña más. 

La verdad, unos cracks de la negociación, como debe estar llorando Cristalina. 

#AcuerdoconelFMI"
398,"ayyyy q lindo es ver sangrar el orto a los anti patrias con la baja del dolar blue... como les quedo ?

 #AcuerdoconelFMI"
399,"Guzmán ""Hay que reducir la emisión monetaria"".
Pero ¿no había dicho Alberto Fernández que la inflación no era monetaria?
#ElPeorGobiernoDeLaHistoria 
#AcuerdoconelFMI https://t.co/ounhtMmc7k"
400,"SON LO MISMO

#AcuerdoconelFMI https://t.co/uCGvSxOiPL"
401,"Guzmán “nos hicimos cargo de la deuda de Macri pasándola al 2023 cuando no estemos” 

#ElPeorPresidenteDeLaHistoria 
 #AcuerdoconelFMI"
402,"Hoy se llegó a un #AcuerdoconelFMI para pagar la #DeudaExterna que nos dejó  #ElPeorPresidenteDeLaHistoria,  #ElTraidorMásGrandeDeLaHistoria,  #ElFugadorMásGrandeDeLaHistoria | #MacriPreso es justo y necesario, pero aun hay un 41% que no aprendió y les da impunidad con su voto. https://t.co/zrqRAxXFa1"
403,"¿Te acordas cuando decian: 
""Vamos a volver""?

Ahí los tenes, volvieron. 
Y SON LO MISMO.

#AcuerdoconelFMI"
404,"Pregunto, se legitimó la fuga o van a investigar a todos los q se la llevaron.? Todo bien con el acuerdo, pero al país no le quedó un sólomango. #AcuerdoconelFMI"
405,"Entiendo todo, pero que una vez más no queden impunes. 
#AcuerdoconelFMI"
406,"El Gobierno dice que no va a dañar a los jubilados, que no va a aumentar tarifas y que no habrá salto cambiario.
O sea: van a seguir ajustando jubilaciones y dejar de pagar juicios, van a aumentar tarifas y va a haber devaluación.
Ahora si es todo más previsible.
#AcuerdoconelFMI"
407,"Hoy se llegó a un #AcuerdoconelFMI para pagar la #DeudaExterna que nos dejó  #ElPeorPresidenteDeLaHistoria,  #ElFugadorMásGrandeDeLaHistoria | #MacriPreso es justo y necesario, pero aun hay un 41% que no aprendió y les da impunidad con su voto. https://t.co/WRN7ekbVG2"
408,#AcuerdoconelFMI https://t.co/TsUKvcJGO1
409,"Ya se huele a Milei votando igual q Bregman e igual q Negri.
Asi d firmes son las convicciones de estos cachivaches,asi d mucho les importa el país y su gente.
 #AcuerdoconelFMI"
410,"#AlmacenDeZurdos ya es TT 5. Me parece correcto que le ganemos a #AcuerdoconelFMI y salgamos a cantar canciones de León Gieco.

@UnDinamo 
@bbsanzo 
@rock_pix"
411,"Viste cuando te haces cargo de la familia de tu novia .hijos y demás cosas y RESULTA QUE EN VEZ DE GASTAR LA PLATA EN ELLOS .TENES QUE PAGAR LA DEUDA QUE DEJO  EL OTRO HDP .
así lo veo a Guzmán 
En vez de gastar lo que queda de plata en los argentinos lo gasta en
#AcuerdoconelFMI"
412,#AcuerdoconelFMI = pagarle la partusa a los ricos y los mismos de siempre 😡 https://t.co/Ebe5Hh2bV6
413,"Hoy se llegó a un #AcuerdoconelFMI para pagar la #DeudaExterna que nos dejó  #ElPeorPresidenteDeLaHistoria,  #ElFugadorMásGrandeDeLaHistoria | #MacriPreso es justo y necesario, pero aun hay un 41% que no aprendió y les da impunidad con su voto.https://t.co/2tr3DzYj9q"
414,Clarita la explicación de @FSchpoliansky sobre el #AcuerdoconelFMI en @universidadcalf con @meteoromix y @elbombanqn
415,"#AcuerdoconelFMI Si hay algo que somos las y los socialistas, es coherentes. 

En 1986, ya decía Nahuel Moreno que no pagar la deuda era el camino. De ahí a hoy los defensores de ""lo posible"" no han parado de endeudarnos. 

Por aquí seguimos peleando contra las estafas. https://t.co/T05sR2pqG1"
416,#AcuerdoconelFMI https://t.co/G5hOfswpSl
417,#FMI #AcuerdoconelFMI https://t.co/5RkVt8I0zV
418,"@segregustavo @lanacionmas @hugomakiavelico La #PandemiaMacrista festeja el #AcuerdoconelFMI 

Es logico que lo hagan.

Es el blanqueo y el como pagar las deudas que ellos generaron.

Le hicieron mucho daño al pais y lo vamos a tener que pagar."
419,"La historia es hoy, sos el un nefasto hdp que fundio a la clase trabajadora. #ElPeorPresidenteDeLaHistoria 
#FMI 
#AcuerdoconelFMI https://t.co/906wVGsDCx"
420,"@cristianritondo Antes de abrir la jeta con los ñañañá devuelvan la millonada q se fugaron garcand o a la mayoría de los Argentinos, sinvergüenzas HDP's!!!
#AcuerdoconelFMI"
421,Acuerdo con el FMI: Juntos por el Cambio lo definió como “positivo” https://t.co/eZxQg1ELOU #acuerdoconelfmi #juntosporelcambio https://t.co/UyXNTUuP64
422,"#AcuerdoconelFMI  y se desploma el Dólar BLUE.
@Ambitocom 
#Acuerdo https://t.co/ewDynuK8yn"
423,"El día q la izquierda pegue el estirón y deje atrás la pedorrada d estudiante universitario y entienda el PRAGMATISMO q requieren los momentos históricos,no va a pasar nunca pq son mas gorilas q un té en el hípico con Mirtha Legrand.
 #AcuerdoconelFMI"
424,"Hoy se llegó a un #AcuerdoconelFMI para pagar la #DeudaExterna que nos dejó  #ElPeorPresidenteDeLaHistoria,  #ElFugadorMásGrandeDeLaHistoria | #MacriPreso es justo y necesario, pero aun hay un 42% que no aprendió y les da impunidad con su voto. https://t.co/XBkUyu9kwW"
425,"#AcuerdoconelFMI Gracias Presidente.
El gobierno del Mamerto hubiese echo todo lo contrario. https://t.co/xuhYdcl5zo"
426,"👉 El dólar blue bajó $9 tras anuncio del acuerdo con el FMI 

#DolarBlue #FMI #AcuerdoconelFMI #Gobierno 

https://t.co/6wnJEreD6c"
427,"#AcuerdoconelFMI
Donde se van a meter ahora los carteles:
Leo Svaraglia
Rita Córtese
Charly
Dado Brieva
Pablo Echarry
y otros https://t.co/60xbc5Joon"
428,Que los dólares salgan de los oligarcas de la SRA !  #AcuerdoconelFMI
429,"Por fin algo bien hizo el gobierno (no confío que cumplan el acuerdo). Igual estaba obligado (o ir al default), igual con la vacunación. Igual son:
#ElPeorGobiernoDeLaHistoria 
#ElPeorPresidenteDeLaHistoria #kirchneristasdelincuentes 
#AcuerdoconelFMI"
430,"El gobierno, incluidos los movimientos sociales aliados, explican que con ""moderado crecimiento"" vamos a sacar al 50% de la gente que está en la pobreza con este acuerdo. Es raro, como mínimo #AcuerdoconelFMI 

Para eso vayan sacando a Manzur y llamando a Coperfild"
431,"Me avisan de algun tweet de Cristina Kirchner o integrantes de La Cámpora, o @MoreauLeopoldo y tantos del nucleo duro del Frente de Chorros celebrando el #AcuerdoconelFMI 
Se agradece la difusión de esos tweets https://t.co/4aTV6oIwul"
432,"@LosAndesDiario Como no van a festejar los representantes mendocinos de la #PandemiaMacrista el #AcuerdoconelFMI .

Es arreglar el quilombo que ellos irresponsablemente generaron y todos nosotros vamos a tener que pagar.

Impresentables. https://t.co/Wi4QZS9beN"
433,"@gmilman En lo q tardaron cinco minutos Uds fue en fugarse toda la guita q vamos a pagar x años todos los Argentinos... Y esa Guita, ¿DONDE ESTÁ AHORA? #FMI #AcuerdoconelFMI  CARA DE PIEDRA!!!"
434,"#AcuerdoconelFMI  Macri endeudado al país. Ahora ,no hubiera pedido crédito para darle la plata a las organizaciones sociales , que ahora le reclaman el endeudamiento. Y listo."
435,"Hay una mala y una buena si sos kirchnerista en el #AcuerdoconelFMI. La mala es que en el 2022 se viene el ajuste y devaluación. La buena es que en el 2023 te olvidas de todo porque sino vuelve ""la derecha""."
436,"...!!!
#AcuerdoConElFmi https://t.co/H5H95zV7FD"
437,#ElPeorPresidenteDeLaHistoria #ElPeorGobiernoDeLaHistoria #Enero #AcuerdoconelFMI #Acuerdo https://t.co/XmKMvWTxgP
438,"@BonelliOK Es un principio de acuerdo, no es el acuerdo total #DejenDeMentir #AcuerdoconelFMI"
439,"#AcuerdoconelFMI | No hay ningún acuerdo “bueno” con el FMI

Desde @IzqSocialista en el #FIT Unidad denunciamos que el acuerdo es un nuevo salto en el sometimiento, el saqueo y la dependencia del país y un mayor ajuste contra el pueblo trabajador

👉🏽 https://t.co/zIr0xva2yp | 📄 https://t.co/gTUlu2EZVS"
440,Comunicado de #juntosxelcambio ante el #AcuerdoconelFMI https://t.co/MsA01dggrl
441,"La realidad mató la zaraza... 
#ElPeorGobiernoDeLaHistoria 
#FMI #AcuerdoconelFMI"
442,"Hay #AcuerdoconelFMI 
#Kirchnerismo https://t.co/DBWx58qvar"
443,"@martin_ayerbe @KeoKurrencia3 Como pasó después del 2001, vino la felicidad al Pueblo Argentino!!!
#AcuerdoconelFMI"
444,"Vamooooo!!!
#AcuerdoconelFMI https://t.co/a9jibOHCnI"
445,"https://t.co/iuAhmDbsKb
""IMF staff and the Argentine authorities have reached an understanding on key policies as part of their ongoing discussions of an IMF-supported program. 
#AcuerdoconelFMI en las políticas de ajuste
@alferdez también lleva a cabo #ajuste
#Mentiroso /s"
446,"Hoy se llegó a un #AcuerdoconelFMI para pagar la #DeudaExterna que nos dejó  #ElPeorPresidenteDeLaHistoria,  #ElTraidorMásGrandeDeLaHistoria,  #ElFugadorMásGrandeDeLaHistoria | #MacriPreso es justo y necesario, pero aun hay un 41% que no aprendió y les da impunidad con su voto. https://t.co/HMppoPCqDX"
447,"🗨 Habló @gabicerru sobre el #AcuerdoConElFMI: ""Logramos por primera vez en la historia que no nos impusieran condiciones""

📲 Seguí #MinutoAMinuto junto a @LRubinska EN VIVO 👉  https://t.co/oDwwHkWjts"
448,"Y ahí van, algunos tratando de escabullirse por la ancha avenida del medio, y otros que si no los conociéramos bien podríamos afirmar que son troskos. 
#AcuerdoconelFMI"
449,"Hicieron lo q pudieron ls d este gobierno en pandemia x algo q ellos no tuvieron nada q ver 
#AcuerdoconelFMI"
450,"""Macri, Bullrich, Morales, Lacunza, Larreta apoyan el acuerdo con el FMI.""
Macri, Bullrich, Morales, Lacunza, Larreta se pueden ir bien a LPMQLRMP !!!!😠😡
#AcuerdoconelFMI 
#laLetraChica https://t.co/Ji60rgSY9V"
451,"Argentina llegó a un #AcuerdoConElFMI para pagar la deuda tomada por el irresponsable de macri.
En el Planeta @todonoticias le echaron la culpa a @CFKArgentina.

No pueden más de imbéciles! https://t.co/dArHGSy3SD"
452,"Lo que Guzmán quiere contarte es que no van a gastar menos, van a ganar más.
Y como no va a ser por exportación, va a terminar siendo por impuestos. Y tampoco lo van a lograr.
#AcuerdoconelFMI
#ElPeorGobiernoDeLaHistoria"
453,"Estamos creciendo de a poco, necesitamos redistribuir la riqueza. Queremos un país donde los salarios crezcan, donde los alimentos sean accesibles, logrando controlar la inflación y donde cada día haya más trabajo. En este camino estamos.  #AcuerdoconelFMI #Argentina 🇦🇷"
454,El acuerdo se va a tratar en el *Congreso* porque es lo que corresponde. Lo que se debería haber hecho al momento de la toma de deuda y no se hizo. 💪🏽 #AcuerdoconelFMI #Argentina
455,"Hoy se llegó a un #AcuerdoconelFMI para pagar la #DeudaExterna que nos dejó  #ElPeorPresidenteDeLaHistoria,  #ElTraidorMásGrandeDeLaHistoria,  #ElFugadorMásGrandeDeLaHistoria | #MacriPreso es justo y necesario, pero aun hay un 41% que no aprendió y les da impunidad con su voto. https://t.co/NmY7n3QE7b"
456,"El presidente @alferdez cumplió con las promesas del 2019. Resolvimos la deuda privada, estamos resolviendo la deuda con el FMI. #ConferenciaPresidente #AcuerdoconelFMI"
457,"Hoy es un día histórico, estamos terminando de resolver el desastre más grande que nos dejó el gobierno macrista. #AcuerdoconelFMI #Acuerdo #Argentina 🇦🇷 abro hilo 👇🏾"
458,#Sarasa #AcuerdoconelFMI https://t.co/8gHT7iaRsS
459,"...!!!
#Acuerdo 
#AcuerdoconelFMI https://t.co/G2mAnPpaO2"
460,Estamos expectantes esperando el veredicto de JxC a ver si les parece bien o mal el  #AcuerdoconelFMI
461,"El dilema de la oposicion, apoyar el acuerdo y hacerse cargo del ajuste en 2023, o rechazarlo y heredar un pais estallado #AcuerdoconelFMI"
462,Ahora cambiemos la justicia investiguemos y metamos presos a los q nos llevaron hasta aca.#AcuerdoconelFMI
463,¿Quién les avisa? #AcuerdoconelFMI https://t.co/xnp2VKvU8H
464,"@kibudi 'El robo del siglo'
#macriyvidalsonmafia 
#AcuerdoconelFMI 
#Acuerdo"
465,"La historia sólo juzga al peronismo, al resto los absuelve y siempre vuelven reciclados, que los juzgue la justicia. #Acuerdo #AcuerdoconelFMI"
466,"#AcuerdoconelFMI
JxC saco comunicado expresando su beneplácito por el arreglo con el fondo. Lo que demuestra que acabamos de cagarla, reconociendo un delito que perjudica al país entero, especialmente a los más pobres. Firmeza, firme Alberto!!! y Alberto, firmó la rendición."
467,"Otra vez haciéndonos cargo de un robo...!!!
#AcuerdoconelFMI 
#Acuerdo https://t.co/fjU8FbZSH6"
468,"IMF staff and the Argentine authorities will continue their work in the coming weeks towards reaching a Staff-Level Agreement. As is always the case, final agreement on a program arrangement would be subject to approval of the IMF's Executive Board.""
#AcuerdoconelFMI = relato"
469,#AcuerdoconelFMI https://t.co/Rn4TV47sWn
470,"-No vamos a aumentar las tarifas!!!
-Basta Guzmán.
#AcuerdoconelFMI"
471,"Álvarez Agis sobre el acuerdo con el FMI: ""Hay que darse cuenta de la magnitud de lo que dejó Mauricio Macri"" | vía @eldestapeweb 
#AcuerdoconelFMI
https://t.co/PC0tc2IOxw"
472,"@jorgemacri El burro hablando de orejas...antes de abrir la jeta con los ñañañá devuelvan la millonada q se fugaron garcand o a la mayoría de los Argentinos, sinvergüenzas HDP's!!!
#AcuerdoconelFMI 
#Acuerdo"
473,#AcuerdoConElFMI: Esto es igual que con la pandemia. Primero se decretó que Alverso hacía las cosas bien y “seguía el modelo de Suecia”.. después salieron a ver cómo acomodaban los datos a ese relato. Todos los chupaculos van a salir a decir que fue un gran acuerdo después vemos
474,"“We have reached understandings on a framework for monetary policy implementation as part of a multipronged approach to addressing persistent high inflation. 

#AcuerdoconelFMI"
475,@horaciorlarreta #Acuerdoconelfmi Analizen la deuda que tomaron ustedes y háganse una auto denuncia.
476,Comparto el comunicado oficial de @juntoscambioar sobre el principio de #AcuerdoconelFMI 👇 https://t.co/qqGnEnVdWJ
477,"No es #deuda, es saqueo. Es una estafa a los argentinos que trabajamos. Para seguir haciéndonos pagar la joda de los parásitos empresarios y los burócratas de la política. 

No al #AcuerdoconelFMI"
478,"@C5N El logico que la #PandemiaMacrista festeje el #AcuerdoconelFMI ; fueron ellos quienes generaron tal desastre y no quieren que se investige.

Con este acuerdo se blanquea las deudas y como pagarlas.

Nada para festejar."
479,"#FMI 
#AcuerdoconelFMI
Y Macri festeja su impunidad
https://t.co/5LEEzogkL8"
480,"We agreed that a strategy to reduce energy subsidies in a progressive manner will be essential for improving the composition of government spending.  
👆👆👆👆 = Ajuste
#AcuerdoconelFMI"
481,#AcuerdoconelFMI https://t.co/NrhmvQsgu0
482,#AcuerdoconelFMI. Jajajajajaja se me ríe el canto zurdo de pensar en Cris chi maxi y Copani!!!!!
483,"Globo,  te querés matar! 

#AcuerdoconelFMI Guzmán Massa https://t.co/Re9IS8z6I9"
484,Debe ser el FMI bueno que vende @alferdez #AcuerdoconelFMI https://t.co/8QpxnDdnPH
485,"#AcuerdoconelFMI Alejandro Haene: “El acuerdo lleva una cuota de tranquilidad para todos y abre un nuevo ciclo de trabajo con el FMI”
https://t.co/Ep9ITVTjUB https://t.co/r1f8c46upw"
486,"@1amal_vi CON #AcuerdoconelFMI  entre todos La Argentina se debe poner de Pie 
No al ajuste !! 
No a flexibilizacion laboral !!"
487,"#FMI 
#AcuerdoconelFMI https://t.co/lXMSO6bgsz"
488,"El principio de #AcuerdoconelFMI es buen primer paso para evitar el default. Sin embargo, necesitamos que el Gobierno muestre apertura para dialogar y un plan económico para la Argentina. Comparto el comunicado de @juntoscambioar 👇🏻 https://t.co/59QO9MAmDe"
489,#AcuerdoconelFMI https://t.co/Bmm5hheV3U
490,"Acuerdo con el FMI. La advertencia de @hernanletcher ""las auditorías cada tres meses te dejan siempre a tiro de default"". Es la carta de la desestabilización en la manga que se guarda el Fondo.
@TV_Publica #Noticia #Argentina #AcuerdoconelFMI https://t.co/islsZJOCQG"
491,#AcuerdoconelFMI A ver si ajustan por acá que gastan 900.000.000 al mes https://t.co/RpLxGmGjrN
492,"Los números ya dicen quiénes endeudaron y no cumplieron. Ya sabemos quiénes defaultean más veces en la Historia, quiénes hicieron la mayor devaluación de la Historia, quiŕnes gastaron reservas, quiŕnes aumentaron más la deuda pública y quiénes mienten: Ustedes.
#AcuerdoconelFMI https://t.co/uB1yv41S8p"
493,"IMF staff and the Argentine authorities have reached an understanding on key policies as part of their ongoing discussions of an IMF-supported program. The main areas of agreement include the following:

 #AcuerdoconelFMI"
494,"La CGT dice q el peronismo nonperjudica  a trabajadores, jubilaciones ni hace devaluaciones

Les avisan ustedes???

#AcuerdoconelFMI 
#ElPeorPresidenteDeLaHistoria"
495,"Cuidado que yo conozco q los mercados un dia no te dan mas plata y nos vamos a ir la mierda. 
Ojalá estés pasando unas lindas vacaciones Mauricio. #Acuerdo
#AcuerdoconelFMI https://t.co/s9mYbtQPkS"
496,"El #AcuerdoconelFMI es básicamente humo puro mezclado con el “ah pero macri”. Como ya saben que en 2023 pierden, le pasan la cuenta al próximo gobierno. Argentina, país del cuento de la buena pipa…"
497,"""Fabiola, no sabés el acuerdo que me mandé""

https://t.co/6nOqYnH4yV @Solanopo 

#FMI #NoAlFMI #AcuerdoconelFMI #Solano #Guzman #LaLetraChica https://t.co/1DroyaGUkB"
498,"Cualquier #AcuerdoConElFMI es malo. Porque significa destinar recursos que necesitamos para salario, vivienda, salud, y educación, a pagar la joda y la timba financiera de parásitos sociales como Macri, Cristina, y sus amigos empresarios que viven a costa nuestra hace siglos."
499,"Devolvé la bolsa, chorro.
#MacriPreso #AcuerdoconelFMI https://t.co/gdNX6P2SAs"
500,"Efecto acuerdo #FMI: el #DolarBlue  se desploma, baja $ 10 y sube la bolsa. Cotiza a $ 213 luego de haber tocado el jueves el echo de $ 223. Se achica la brecha con el billete oficial.
https://t.co/uPo8ZtMIv7
#AcuerdoconelFMI #AsteriscosTv https://t.co/mAbWN29FMa"
501,"#AcuerdoconelFMI La concha de su madre , ahora van a financiar todo con deuda internacional"
502,"@Graciel54745672 Nos endeudaron ahora hay #AcuerdoconelFMI  
El compromiso es Poner La Argentina De Pie https://t.co/7HaLO1kUoq"
503,El #AcuerdoconelFMI es Argentina de rodillas y el Fondo con la bragueta abierta.
504,Mood después del #AcuerdoconelFMI https://t.co/XrIlmS4RPs
505,"El macrismo nos endeudó en USD 45.000 millones sin consultar a nadie y ahora salen a decir q antes de aprobar el acuerdo van a leer "" la letra chica "" . El mismo ladrón poniendo condiciones para q se devuelva lo robado . 

 #AcuerdoconelFMI"
