,text
1472,Damos difusion el #AcuerdoconelFMI las palabras del presidente @alferdez @alferdezprensa @masnoticias_ok @guiadnoticias @JDebandi https://t.co/ihxaNp3FV9
1473,"#AcuerdoConElFMI 🤝

🗣️ El presidente afirma que la renegociación de la deuda que ""no condiciona"" el crecimiento del país ni afecta ""sus metas de justicia social"".
https://t.co/QN4vEMKRjt"
1474,"#AcuerdoConElFMI Mucho cacareo pero al final ""poniendo estaba la.... @CFKArgentina (GANZA) son el helado caliente"
1475,El #AcuerdoconelFMI de Alberto y Guzmán me hace acordar a... https://t.co/x50409EyKT
1476,"Massa apoyó el acuerdo con el FMI: “Defendimos la reactivación económica"" 
@SergioMassa
#Acuerdo #AcuerdoconelFMI https://t.co/JIw3ocR5HS vía @Infobannoticias"
1477,"""No vamos a tener que bajar a s
Secretaría al Ministerio de la Vagancia""
AF

Vamaaaa

#AcuerdoconelFMI"
1478,"#AcuerdoconelFMI 
Vamos muchachos!!! A militar el acuerdo con el FMI!!!
Pueden usar esto:
- El acuerdo nos permite seguir creciendo
- Vamos a seguir con la obra publica
- No hay ajuste ni reformas ni nada
- Le ganamos al mundo capitalista
- Viva peron, evita, Cristina y Giogieva"
1479,El #AcuerdoconelFMI que por primera vez no obliga a relegar derechos de los trabajadores ni de los jubilados. Una Argentina creciendo que incluye a Todos. https://t.co/u9D2ekADpv
1480,"@todonoticias M E M O R I A
#acuerdoconelfmi #Deuda #Macri #Lagarde #Caputo #Dujovne #JuntosPorElCambio
5 m https://t.co/NzY7PA9fZM"
1481,"@BonelliOK M E M O R I A
#acuerdoconelfmi #Deuda #Macri #Lagarde #Caputo #Dujovne #JuntosPorElCambio
5 m https://t.co/BsqArA7Sr8"
1482,"@matias___89 @CarlosMaslaton Shhhhh...y antes de abrir la jeta con los ñañañá devuelvan la millonada q se fugaron garcand o a la mayoría de los Argentinos, sinvergüenzas HDP's!!!
#AcuerdoconelFMI otra vez!!! https://t.co/3z9TNTsCBI"
1483,"@BonelliOK M E M O R I A
#acuerdoconelfmi #Deuda #Macri #Lagarde #Caputo #Dujovne #JuntosPorElCambio
5 m https://t.co/bdO2VNXTqC"
1484,"@C5N @Martin_M_Guzman @JuanManzurOK @alferdez @SergioMassa M E M O R I A
#acuerdoconelfmi #Deuda #Macri #Lagarde #Caputo #Dujovne #JuntosPorElCambio
5 m https://t.co/V3LlDm87vH"
1485,"Cómo siempre tratando de arreglar las cagadas q hacen los q vos votas cuando te crees rico pelotudo/a
#AcuerdoconelFMI #FMI 
#alberto #Guzman"
1486,"Gran trabajo el de M. Guzmán y equipo. Si bien no hay nada que festejar, la sociedad arg. deberá pagar una deuda fraudulenta tomada por el Macrismo.

Deberían también transmitir por Cadena Nacional quiénes fugaron esa deuda y cómo recuperarán ese dinero robado. #AcuerdoConElFMI"
1487,#AcuerdoconelFMI #ArgentinaDePie https://t.co/f48N2mJRoM
1488,#AcuerdoConElFMI https://t.co/bApl7BI4hc
1489,"Gutierrez (Gob de Neuquen):""Tan avanzadas están las gestiones que el #tren forma parte de la agenda que el presidente @alferdez, llevará a sus viajes a #China y #Rusia, en busca de financiamiento para obras""
#TrenesArgentinos
#Inversiones
#AcuerdoConElFMI
https://t.co/3L1banhbgk https://t.co/kJL5hgrt7a"
1490,"Guzmán explico tan bien de dónde viene la deuda, que, mi hija y sus 2 amigas que se quedaron a dormir y viven en una nube concluyeron;

-La plata la pidió Macri y no la pago?#AcuerdoconelFMI"
1491,"Bajo el dolar, aumentan los títulos Argentinos. El Peronismo siempre resolviendo el desastre que nos dejan. #AcuerdoconelFMI"
1492,"#AcuerdoconelFMI 
- Vamos a reducir el deficit, pero sin bajar los gastos
- Vamos a subir las reservas, pero sin devaluar
- Vamos a bajar la inflacion, pero vamos a seguir emitiendo
- Vamos a crecer, pero sin ingreso de dolares

Realmente es dificil no reirse..."
1493,"Nuestros recursos deben destinarse a generar más empleo, producción y obras para el bienestar del pueblo y no para seguir pagando intereses de una deuda que se tomó sin acuerdos ni consensos previos.

#AcuerdoconelFMI"
1494,"@BonelliOK #AcuerdoconelFMI 
#Fernandez    Asuman responsabilidades señores, siempre para uds la culpa la tiene el otro, por favor asuman responsabilidades y apaguen el incendio.BAJEN LA INFLACIÓN PAYASOS-"
1495,"@todonoticias #AcuerdoconelFMI 
#Fernandez    Asuman responsabilidades señores, siempre para uds la culpa la tiene el otro, por favor asuman responsabilidades y apaguen el incendio.BAJEN LA INFLACIÓN PAYASOS-"
1496,#AcuerdoconelFMI informarse y sobre todo...seguir trabajando  via @Chequeado https://t.co/TBFrdND4B1
1497,#AcuerdoconelFMI https://t.co/iIr0liVYgp
1498,"Sincericidio de Guzmán: ""Primero se hizo el programa y después queda la deuda. Eso fue lo que pasó y nos quedó la deuda. Bueno, ahora es lo mismo"". (Explicación sobre EFF, plazo de repago de 10 años con un programa de 2 años y medio) #AcuerdoconelFMI"
1499,#AcuerdoconelFMI Cómo será de importante haber llegado a un acuerdo razonable que ya el dólar blue bajó 6 pesos a esta hora
1500,"#AcuerdoconelFMI 
#Fernandez    Asuman responsabilidades señores, siempre para uds la culpa la tiene el otro, por favor asuman responsabilidades y apaguen el incendio.BAJEN LA INFLACIÓN PAYASOS-"
1501,"#AcuerdoconelFMI
#MegaJuicio a @mauriciomacri @NicoDujovne @fedesturze @alfonsopratgay @CarlosMelconian @hernanlacunza @GugaLusto  @alfredocornejo @marioraulnegri @PericlesCABA @horaciorlarreta @mariuvidal ojalá lo puedas hacer @alferdez @alferdezprensa @MartinSoria_"
1502,"#AcuerdoconelFMI 

A qué no saben quién va a pagar este acuerdo??
Vos boludo , autónomo, monotributista, cuentapropistas, empresario y emprendedor pyme...festeja nomás como te van a controlar hasta los helados que tomes BOBO!"
1503,"#AcuerdoconelFMI Pudimos defender nuestras prioridades que son la reactivación económica, el
desarrollo productivo, la educación, la salud y la justicia social sin dañar los derechos de los trabajadores o jubilados.
Este acuerdo nos permite
avanzar y seguir creciendo.
#Acuerdo https://t.co/iWqAOUbjEo"
1504,"M    E    M    O    R    I    A

#AcuerdoconelFMI #acuerdoconelfmi #Deuda #Macri #Lagarde #Caputo #Dujovne #JuntosPorElCambio https://t.co/r7DfTUdTHq"
1505,"#AcuerdoconelFMI 
#Fernandez    Asuman responsabilidades señores, siempre para uds la culpa la tiene el otro, por favor asuman responsabilidades y apaguen el incendio.BAJEN LA INFLACIÓN PAYASOS-https://t.co/ITUCCQsEw0"
1506,"Nunca voy a entender a los q cuando les toca hablar/preguntar se bajan el barbijo 🤔
#AcuerdoconelFMI"
1507,#AcuerdoconelFMI desapareció el troll center 😱😂😂😂😂
1508,"#AcuerdoconelFMI Sarasa @MartinGuzman. Son horribles, inútiles y mentirosos!!!!!"
1509,"Dicen los believers macristas que el acuerdo que esta anunciando Guzmán es muy malo porque no hace las reformas que debieron hacer cuando fueron gobierno.
Ok.

#AcuerdoconelFMI https://t.co/C8lEFUnWcH"
1510,"🔴#AcuerdoconelFMI 

""Se descartan saltos devaluatorios del dólar. No existe  posibilidad de una reforma laboral y previsional, y no implica recortes en el gasto real y se continuará con las obras públicas"" https://t.co/xdYwvlj5Oj"
1511,"#ÚLTIMAHORA Argentina llega a un acuerdo con el FMI para refinanciar la deuda

🙌🇦🇷💰🤝🙌

#FMI #deudaArgentina #AcuerdoconelFMI #AlbertoFernández #bahanews #noticiasbaha #bahaespanol #espanolbreaking #Noticias #Actualidad 

Más información👇👇👇
https://t.co/YzTriT6dwF"
1512,"Un #AcuerdoconelFMI a las alturas de las responsabilidades, defiende los intereses de nuestra patria y resguarda nuestra soberania política. Hoy la #Argentina tiene previsibilidad y un camino de crecimiento económico."
1513,@eldestape_radio #guzman dijo #BuenDia 🇦🇷 nos miramos con @lazoedu y sonreímos pensando en @FranciscoPesky 2022 #AcuerdoconelFMI
1514,#AcuerdoconelFMI https://t.co/Zogyfxum31
1515,Guzmán: Los principales puntos del #AcuerdoconelFMI  https://t.co/lA2UH24jKL https://t.co/OSAmnD1l47
1516,"Guzmán admitiendo que en diciembre quisieron forzar la aprobación de papel pintado con el Presupuesto 2022, que preveía un déficit de 3,3% (acordaron un 2,5% con el Fondo) #AcuerdoconelFMI"
1517,"Quieren esconder lo real el #AcuerdoconelFMI es el refinanciamiento por el mismo monto del Stand by $44 mil millones, una ganga. Cris, no te hicieron caso.... qué pasará ahora?"
1518,"Repito algo que dije ayer: en un movimiento tan verticalista nadie hace nada sin permiso.
Si se acuerda, es porque lo autorizó la que tanto acting antiimperialista hizo para que la gilada se crea la ""gesta épica"" que siempre le venden.
#AcuerdoconelFMI"
1519,"Escuchando los anuncios del #AcuerdoconelFMI solo entendí que habrá mas préstamo para pagar el préstamo, cosa que tampoco puedo comprender."
1520,"Escucho el #discurso en #cadenanacional sobre el #AcuerdoconelFMI y es sólo #obrapublica 
LA OBRA PÚBLICA 👇🙆🏻‍♀️
El estaría listo en 1 año. https://t.co/jZK95EFygU"
1521,"#PatearParaAdelante 
🔥El que viene apaga el incendio 🔥
📌 Metas de déficit fiscal
2022 2,5% 
2023 1,9%
2024 0.9%
📌 sin ahorros fiscales 🤦‍♂️
📌 sin dejar de emitir 💸
📌 suben las tasas de interés 
📌 y la nueva!! la inflación es multicausal 😳 ¿?
#AcuerdoconelFMI"
1522,@alferdez que “la historia” no juzgue a quien creó el problema. Que lo haga la justicia. #MacriEsLaDeuda #MacriEsElFMI #AcuerdoconelFMI
1523,"@_Raul_Diaz @SergioMassa El país tenía un ancla en la deuda heredada, o en esas condiciones. Necesitábamos este acuerdo para tener más sustentabilidad. Confiamos que la oposición actuará con responsabilidad y patriotismo.
@SergioMassa 
#AcuerdoconelFMI"
1524,"@rossimaurici033 Lo estás desgastando más que lo hace la oposición. Después, cuando los liberales ganan las elecciones, nos endeudan y empobrecen a todos.
O no tenemos ejemplos de eso?
El presidente es lo que es, y lo puso Cristina.
#AcuerdoconelFMI"
1525,"Qué feo debe ser, ser @Martin_M_Guzman 
Sabés que no lograste nada, y tener que chuparle el  OGT al gobierno
#AcuerdoconelFMI"
1526,"Qué pasa Sres. #K tanta crítica y verborragia contra el #FMI y ahora se dieron cuenta que no se puede vivir aislado del mundo y critican a cualquiera .
Dan pena verlos arrodillados , pero se lo merecen , se lo buscaron 
Perdón mundo 
#AcuerdoconelFMI 
#Argentina"
1527,"🔴#Ahora  @JuanManzurOK 

 🔴Este #AcuerdoconelFMI es para que nos permita políticas sociales que nos permita bajar la pobreza que tenemos que es inadmisible"" https://t.co/w5T19SXPyp"
1528,"Guzmán le presentó al presidente los avances conseguidos. a última hora, fuentes oficiales afirmaban que se había llegado a un acuerdo.
#AcuerdoconelFMI  #YoEscuchoLos40 
#Secret28E https://t.co/mJNDvJagIc"
1529,#AcuerdoconelFMI https://t.co/VdPM5K25uT
1530,#AcuerdoconelFMI https://t.co/LmCX8InuGm
1531,#AcuerdoconelFMI https://t.co/SqdhgXh3Bn
1532,Termina de hablar @Martin_M_Guzman y la oposición saldrá enojada en nado sincronizado a pedir ajuste?? Veremos. #AcuerdoconelFMI
1533,#AcuerdoconelFMI https://t.co/gjCjsRu5Gv
1534,#AcuerdoconelFMI https://t.co/sdp1YaKdCB
1535,"""El país tenía un ancla en la deuda heredada, o en esas condiciones. Necesitábamos este acuerdo para tener más sustentabilidad. Confiamos que la oposición actuará con responsabilidad y patriotismo.” @SergioMassa 
#AcuerdoconelFMI https://t.co/s9jKTdWUn8"
1536,"#Ahora .. habla el Jefe de Gabinete , #JuanManzur ""Debemos mejorar los indicadores sociales"" .
Está hablando para el planeta ( como dijo ) ..paralelo ..
Hablando de pobreza y corrupción es muy fuerte para mí ..
#AcuerdoconelFMI 
#Argentina"
1537,"Leo a muchx cumpa expresándose en modo repudió , media pila muchaches que somos siempre capaces de alcanzar los objetivos y también históricamente hemos pagado deuda ajena. #AcuerdoconelFMI"
1538,"Mientras veo a Guzmán dar los detalles por TV del #AcuerdoconelFMI estos 👇cipayos salen con el mismo discurso de la derecha. 
CI PA YOS https://t.co/Pz2QHDGTuo"
1539,"El acuerdo con el Fondo Monetario Internacional debía hacerse.
Ahora bien, también se debe avanzar con el enjuiciamiento a las personas que nos dejaron en esta posición.
.
.
¿Cuando van a enjuiciar a @NicoDujovne y @mauriciomacri?
.
.
#AcuerdoConElFMI https://t.co/HikR9ZOfaf"
1540,@cyngarciaradio @Martin_M_Guzman Cy y les llevó dos añitos sin reformas y con ajustes..votamos para la derecha colonial?? #AcuerdoconelFMI @C5N #LaLuzAlFinalDelFondo
1541,"#AcuerdoconelFMI 
Nos dejaron un país endeudado y explotado. Pero vamos a salir!! Banco fuerte al #FrenteDeTodos más que nunca!  Martin Guzmán un crack! https://t.co/yZDjnp811R"
1542,"Bien @lilianafranco20 en su pregunta. Qué pasó con el programa a 10 años (EFF)? ¿Otro stand-by a 2 años ""y medio"" como dijo el ministro? #AcuerdoconelFMI"
1543,#AcuerdoconelFMI https://t.co/hURY9mquRl
1544,"Se pasaron basureando al más de la mitad del mundo los Sres. del #GobiernoK , comunista se autodefinen pero ahora le pudieron ayuda a todo el mundo . Los argentinos de bien pedimos disculpas . 
#AcuerdoconelFMI 
#Argentina"
1545,#AcuerdoconelFMI https://t.co/kAHZ3oB4gw
1546,"#acuerdoconelfmi
🗣 El presidente, @alferdez, informó que no condiciona las jubilaciones, ni obliga a un reforma laboral. Tampoco impone cambios en el gasto social y los planes de inversión. https://t.co/KXDt9AOlxV"
1547,"si @Martin_M_Guzman me pasa su dirección, le mando una Pizza, una docena de empanaditas y 2 kilos de Helado!.

mañana no sale de la cama, dejo todo en la cancha. ✌️

#FMI #AcuerdoConElFMI"
1548,#AcuerdoconelFMI https://t.co/P2IAp4OVSh
1549,"#acuerdoconelFMI

NO ENTIENDO NADA
NO SE ACHICA EL GASTO IMPRODUCTIVO.

SI SE SIGUE HACIENDO LO QUE HACIAN, VAMOS A ESTAR IGUAL QUE AYER

PARA ARREGLAR UNA DEUDA HAY QUE TENER RECURSOS, DE DONDE VAN A SALIR SI SE SIGUE GASTANDO COMO GASTAN HOY

MMMMM SARASA??
QUE MIEDO....222"
1550,"El Sr. #MinistroDeEconomía dice "" Hay mucho por hacer"" por el #AcuerdoconelFMI , parece que los pusieron en órbita a los muchachos #K .. 
No hay revalida ..."
1551,"""Este acuerdo tiene como principal responsable a nuestro presidente @alferdez y nuestra vicepresidenta @CFKArgentina que tiene una fuerza única"" dice @Martin_M_Guzman dando detalles del #AcuerdoconelFMI https://t.co/WkRICDaVgZ"
1552,#AcuerdoConElFMI https://t.co/g9X4UDYRyE
1553,"‼️El Gobierno y el FMI llegaron a un acuerdo por la deuda de u$s44.000 millones contraída por la gestión de Mauricio Macri👇

#URGENTE #LaMatanza #Fmi #AHORA
#AEstaHora #AcuerdoconelFMI

https://t.co/SzBW1td1Hh"
1554,#AcuerdoConElFMI https://t.co/je00Xm2P9z
1555,"El malo le pidió Plata al FMI para no ajustar a la sociedad. El bueno llevo la pobreza al 50%, la jubilación y los salarios a mínimos históricos y la desocupación al 30%. 

Que es patria y que es colonia ???

Alberto Fernández 
Macri 
 #AcuerdoconelFMI"
1556,#AcuerdoConElFMI https://t.co/LEOL1dX22b
1557,Cuanto esta contento el enemigo es que perdiste la guerra.#AcuerdoconelFMI
1558,#AcuerdoconelFMI https://t.co/C1c9UVXZca
1559,"""Tenemos un acuerdo que no impone ni condiciona, que genera confianza dentro y fuera del País"" Sergio Massa 
#Acuerdo
#AcuerdoconelFMI"
1560,#AcuerdoConElFMI https://t.co/6RtuIPrbEF
1561,#AcuerdoConElFMI https://t.co/yv4YSEVdhN
1562,"Análisis de Emmanuel Álvarez Agis, ex viceministro de Economía (hilo) sobre el #AcuerdoConElFMI https://t.co/B7QESQf4kI"
1563,#AcuerdoconelFMI https://t.co/0QMAssUWlk
1564,Todo lo que diga Guzmán del #AcuerdoconelFMI https://t.co/UZH1LLHBGB
1565,@OpinadorSistema @octavianobulnes El pastor Fernández saldrá por los barrios cerrados a explicar xq les llevó dos años el acuerdo y sin reformas prometidas #Navarro2023 @eldestape_radio #AcuerdoconelFMI @C5N #AcuerdoconelFMI #EEUUEstaDesesperado
1566,Necesito saber si hay una conexion entre el Dibu Martinez y el ministro Guzman #IWantToBelieve #AcuerdoconelFMI
1567,"#AcuerdoconelFMI 
Y
#1FMarchamosALaCorte https://t.co/WkwaIN5BWB"
1568,#AcuerdoconelFMI https://t.co/1mJc77laGl
1569,Guzman acaba de decir que se respetará estrictamente la ley de financiamiento de la ciencia y la tecnología porque es fundamental desarrollar el conocimiento y aportar desde la investigación al crecimiento del pais #AcuerdoconelFMI https://t.co/VFgLCpdj4Z
1570,El ministro @Martin_M_Guzman aclara que los jubilados no serán perjudicados. Lo que no dice es que ya los cagaron hace rato con el cambio de ley #AcuerdoconelFMI
1571,#AcuerdoconelFMI https://t.co/ASU9BbUCX9
1572,"“Argentina ha llegado a un acuerdo con el FMI que no posterga nuestro desarrollo”. El presidente así lo anunció en un mensaje grabado desde la Quinta de Olivos.

@QuierodecirD @alferdez 

https://t.co/MCL6YCEtnU

#AcuerdoconelFMI #acuerdo #FMI #ANUNCIO #albertofernandez #deuda"
1573,"#AcuerdoconelFMI

SE VANNNNNNN!!!! REVIENTEN ZURDOS !! https://t.co/sqID8XNd1f"
1574,"🆕 ""los precios d cierre tienen una desaceleración… esa foto hay q tomarla con pinzas. Hoy hay pocas operaciones y todo depende del contexto macro-económico” @FabianAchaval x @Cronistacom x @Belufernandez10 #RADAR #radarinmobiliario #FMI #AcuerdoconelFMI https://t.co/MRFcHlnkWl"
1575,"#MartínGuzmán: ""No habrá ningún salto cambiario""  #Deuda #AcuerdoConElFMI https://t.co/eBU4kwwo8V"
1576,La paz que emana Martin Guzmán. Cómo hará? #AcuerdoconelFMI
